,price
2611,3226
2612,12257
2613,5077
2614,4592
2615,878
2616,5624
2617,10317
2618,1235
2619,5040
2620,1841
2621,16431
2622,5446
2623,789
2624,2608
2625,5206
2626,2200
2627,2454
2628,798
2629,3696
2630,4379
2631,947
2632,3199
2633,1583
2634,9058
2635,5293
2636,18795
2637,1813
2638,2834
2639,2475
2640,4633
2641,8637
2642,911
2643,3112
2644,1323
2645,1957
2646,1939
2647,10076
2648,1000
2649,1053
2650,904
2651,1163
2652,1056
2653,17534
2654,14234
2655,743
2656,1580
2657,1052
2658,1769
2659,1197
2660,844
2661,7349
2662,9783
2663,1014
2664,2670
2665,4273
2666,4876
2667,1327
2668,1446
2669,2076
2670,2553
2671,942
2672,429
2673,2443
2674,1720
2675,3619
2676,5569
2677,1066
2678,629
2679,10082
2680,1377
2681,1226
2682,1915
2683,717
2684,6300
2685,956
2686,4582
2687,1299
2688,7024
2689,1659
2690,4743
2691,4194
2692,515
2693,3215
2694,3179
2695,2164
2696,7847
2697,4108
2698,1687
2699,653
2700,2717
2701,5257
2702,1899
2703,2576
2704,4209
2705,1793
2706,1996
2707,7211
2708,2363
2709,1003
2710,12681
2711,9580
2712,16384
2713,723
2714,733
2715,2104
2716,5763
2717,3257
2718,4764
2719,4886
2720,3335
2721,773
2722,1370
2723,7773
2724,9873
2725,2467
2726,5913
2727,859
2728,878
2729,898
2730,788
2731,4751
2732,3123
2733,572
2734,3628
2735,3853
2736,752
2737,13379
2738,14350
2739,485
2740,1122
2741,3932
2742,4839
2743,5914
2744,5260
2745,776
2746,526
2747,1410
2748,2863
2749,5107
2750,6134
2751,17570
2752,1844
2753,2387
2754,7832
2755,4022
2756,936
2757,17094
2758,1930
2759,5292
2760,7273
2761,6921
2762,942
2763,5468
2764,4077
2765,15983
2766,2099
2767,1434
2768,7230
2769,720
2770,1016
2771,1738
2772,2863
2773,8870
2774,990
2775,4791
2776,1374
2777,15984
2778,9920
2779,1218
2780,565
2781,2035
2782,3692
2783,489
2784,1841
2785,6951
2786,1721
2787,1179
2788,573
2789,2105
2790,2501
2791,4978
2792,982
2793,2825
2794,854
2795,3569
2796,394
2797,1632
2798,4997
2799,645
2800,6640
2801,530
2802,3154
2803,548
2804,556
2805,552
2806,2979
2807,886
2808,675
2809,495
2810,1645
2811,9768
2812,1103
2813,5439
2814,1274
2815,7415
2816,11663
2817,6713
2818,3450
2819,10891
2820,4796
2821,5534
2822,840
2823,684
2824,2277
2825,789
2826,1252
2827,2843
2828,1576
2829,491
2830,11923
2831,1278
2832,5401
2833,3398
2834,5728
2835,12228
2836,1264
2837,554
2838,11176
2839,489
2840,1552
2841,3312
2842,710
2843,1207
2844,878
2845,2732
2846,4068
2847,516
2848,914
2849,11601
2850,5161
2851,1349
2852,2749
2853,4601
2854,914
2855,6712
2856,492
2857,942
2858,5284
2859,1042
2860,1985
2861,680
2862,4872
2863,7803
2864,1766
2865,1948
2866,603
2867,1607
2868,10342
2869,1155
2870,13428
2871,5293
2872,1658
2873,1637
2874,755
2875,781
2876,1376
2877,1063
2878,11951
2879,399
2880,847
2881,1438
2882,5022
2883,586
2884,507
2885,5698
2886,680
2887,1752
2888,421
2889,6189
2890,7813
2891,551
2892,1751
2893,625
2894,554
2895,1323
2896,698
2897,4987
2898,7568
2899,6300
2900,4679
2901,4158
2902,769
2903,1665
2904,2616
2905,698
2906,2699
2907,9358
2908,1406
2909,1158
2910,11958
2911,2234
2912,749
2913,4347
2914,4451
2915,5736
2916,10430
2917,2210
2918,3528
2919,579
2920,18557
2921,4969
2922,15153
2923,1928
2924,579
2925,3353
2926,7279
2927,11161
2928,1286
2929,6099
2930,1430
2931,1170
2932,6632
2933,663
2934,4395
2935,9026
2936,2049
2937,2159
2938,981
2939,4630
2940,2382
2941,3921
2942,5202
2943,2042
2944,613
2945,680
2946,15375
2947,2361
2948,2467
2949,14654
2950,11050
2951,530
2952,10693
2953,2010
2954,4512
2955,3249
2956,3149
2957,2591
2958,2913
2959,8936
2960,2836
2961,505
2962,542
2963,1689
2964,4257
2965,1815
2966,3134
2967,803
2968,1079
2969,491
2970,461
2971,2428
2972,3936
2973,3499
2974,1438
2975,2165
2976,7752
2977,965
2978,2949
2979,1869
2980,878
2981,8282
2982,698
2983,725
2984,633
2985,3962
2986,1015
2987,8005
2988,8739
2989,3358
2990,1848
2991,857
2992,1848
2993,4989
2994,8064
2995,500
2996,10036
2997,913
2998,5920
2999,8305
3000,8504
3001,1002
3002,5703
3003,4138
3004,2533
3005,2505
3006,1080
3007,4608
3008,2556
3009,771
3010,1237
3011,11549
3012,2131
3013,3692
3014,810
3015,4125
3016,942
3017,7292
3018,5488
3019,4381
3020,3530
3021,2115
3022,2763
3023,2511
3024,3520
3025,814
3026,462
3027,1080
3028,608
3029,4523
3030,4788
3031,15494
3032,603
3033,507
3034,2160
3035,2358
3036,591
3037,2570
3038,1807
3039,1651
3040,3065
3041,10099
3042,475
3043,470
3044,7703
3045,1323
3046,723
3047,2966
3048,4797
3049,7850
3050,2517
3051,734
3052,6321
3053,878
3054,5498
3055,891
3056,8342
3057,881
3058,907
3059,5851
3060,648
3061,891
3062,15134
3063,805
3064,10357
3065,1675
3066,7015
3067,3704
3068,2306
3069,1838
3070,6732
3071,3887
3072,2016
3073,1066
3074,552
3075,13956
3076,7559
3077,5112
3078,552
3079,771
3080,16778
3081,4752
3082,2639
3083,4268
3084,1440
3085,10441
3086,9377
3087,781
3088,8647
3089,2771
3090,6022
3091,18371
3092,5520
3093,2121
3094,4816
3095,12696
3096,1127
3097,1197
3098,1094
3099,680
3100,5544
3101,544
3102,2963
3103,3124
3104,525
3105,11417
3106,5616
3107,2894
3108,5228
3109,2591
3110,994
3111,982
3112,2360
3113,6005
3114,1181
3115,1429
3116,4719
3117,5891
3118,7564
3119,2908
3120,919
3121,3105
3122,974
3123,9092
3124,5154
3125,612
3126,2427
3127,734
3128,5029
3129,1026
3130,1192
3131,12989
3132,2854
3133,727
3134,2263
3135,3239
3136,6659
3137,1235
3138,13029
3139,1331
3140,550
3141,1757
3142,4588
3143,720
3144,7163
3145,3360
3146,13746
3147,2574
3148,3884
3149,4637
3150,8048
3151,11946
3152,997
3153,1168
3154,6068
3155,11580
3156,5190
3157,2344
3158,630
3159,620
3160,1787
3161,2216
3162,8413
3163,738
3164,5939
3165,3408
3166,2393
3167,3774
3168,591
3169,5268
3170,16169
3171,764
3172,15079
3173,1959
3174,13080
3175,625
3176,4515
3177,759
3178,3762
3179,5656
3180,10367
3181,1122
3182,6710
3183,5197
3184,18102
3185,4404
3186,1956
3187,7870
3188,720
3189,2651
3190,713
3191,8619
3192,1833
3193,1112
3194,1875
3195,10758
3196,2804
3197,17730
3198,14129
3199,8569
3200,1171
3201,5258
3202,13623
3203,1452
3204,4082
3205,827
3206,1631
3207,911
3208,828
3209,574
3210,3293
3211,3281
3212,2761
3213,3640
3214,8256
3215,9704
3216,7147
3217,7563
3218,447
3219,7664
3220,4228
3221,9890
3222,8653
3223,873
3224,4819
3225,9759
3226,5152
3227,1035
3228,3229
3229,545
3230,6159
3231,2339
3232,2708
3233,1828
3234,1400
3235,4511
3236,1981
3237,7177
3238,2283
3239,1924
3240,895
3241,2113
3242,972
3243,700
3244,5211
3245,867
3246,6779
3247,2247
3248,956
3249,2726
3250,4065
3251,421
3252,709
3253,912
3254,878
3255,626
3256,1043
3257,13092
3258,851
3259,1028
3260,2459
3261,4562
3262,2329
3263,2048
3264,4328
3265,686
3266,6072
3267,530
3268,2941
3269,682
3270,791
3271,1101
3272,1196
3273,3623
3274,3943
3275,4838
3276,3601
3277,720
3278,972
3279,784
3280,732
3281,2221
3282,6704
3283,807
3284,4389
3285,5706
3286,7216
3287,3867
3288,2907
3289,1257
3290,864
3291,5988
3292,1155
3293,10020
3294,1812
3295,13085
3296,2604
3297,6327
3298,651
3299,17729
3300,1286
3301,12261
3302,515
3303,12252
3304,1043
3305,3250
3306,5372
3307,12843
3308,3470
3309,438
3310,2351
3311,1974
3312,13542
3313,14399
3314,871
3315,1316
3316,2480
3317,4708
3318,6157
3319,7234
3320,1381
3321,13247
3322,574
3323,4413
3324,984
3325,4163
3326,518
3327,10330
3328,644
3329,1031
3330,1816
3331,3237
3332,2448
3333,742
3334,1354
3335,477
3336,3407
3337,17338
3338,16768
3339,3536
3340,912
3341,828
3342,3746
3343,7026
3344,2615
3345,704
3346,2697
3347,1356
3348,952
3349,11015
3350,4309
3351,8705
3352,1864
3353,5017
3354,4875
3355,6838
3356,1876
3357,579
3358,2762
3359,2854
3360,862
3361,2051
3362,2401
3363,1610
3364,5676
3365,3191
3366,552
3367,3251
3368,7528
3369,5287
3370,872
3371,726
3372,3454
3373,3012
3374,1651
3375,891
3376,854
3377,3162
3378,2504
3379,18823
3380,521
3381,532
3382,3605
3383,4909
3384,3043
3385,2550
3386,9384
3387,8403
3388,6589
3389,5882
3390,6229
3391,2192
3392,1327
3393,544
3394,2649
3395,682
3396,17012
3397,1818
3398,4916
3399,912
3400,891
3401,2636
3402,13232
3403,1865
3404,5345
3405,828
3406,10633
3407,3745
3408,638
3409,12787
3410,3087
3411,900
3412,1803
3413,13597
3414,8431
3415,675
3416,6073
3417,7701
3418,645
3419,556
3420,900
3421,8525
3422,2660
3423,3734
3424,471
3425,3699
3426,2039
3427,6113
3428,886
3429,653
3430,2879
3431,18090
3432,4652
3433,3586
3434,1944
3435,1041
3436,1644
3437,16878
3438,1020
3439,2596
3440,702
3441,7832
3442,10365
3443,735
3444,6502
3445,9817
3446,617
3447,1087
3448,7113
3449,4255
3450,2859
3451,1401
3452,3084
3453,4608
3454,4561
3455,9576
3456,1867
3457,4158
3458,805
3459,1135
3460,14247
3461,8850
3462,910
3463,900
3464,1410
3465,1026
3466,1307
3467,2041
3468,1446
3469,2467
3470,2777
3471,730
3472,5044
3473,645
3474,7619
3475,4233
3476,10367
3477,1822
3478,1581
3479,842
3480,827
3481,734
3482,14042
3483,4276
3484,988
3485,530
3486,2460
3487,1656
3488,2231
3489,876
3490,1305
3491,3534
3492,4416
3493,3217
3494,7223
3495,4559
3496,2282
3497,12423
3498,2831
3499,5383
3500,1546
3501,552
3502,4155
3503,1046
3504,9475
3505,1217
3506,2904
3507,7107
3508,15575
3509,1822
3510,17103
3511,1080
3512,1975
3513,6794
3514,872
3515,1035
3516,984
3517,816
3518,1253
3519,557
3520,2381
3521,420
3522,9141
3523,4340
3524,6346
3525,5426
3526,2214
3527,1087
3528,5825
3529,605
3530,2034
3531,657
3532,6921
3533,6754
3534,3228
3535,984
3536,5163
3537,995
3538,926
3539,3379
3540,449
3541,521
3542,1046
3543,982
3544,1180
3545,4126
3546,13892
3547,1694
3548,865
3549,2396
3550,911
3551,984
3552,593
3553,5325
3554,791
3555,462
3556,12654
3557,4704
3558,4155
3559,4960
3560,805
3561,1746
3562,10575
3563,6970
3564,936
3565,827
3566,2496
3567,851
3568,16280
3569,1303
3570,3325
3571,558
3572,12443
3573,700
3574,936
3575,2940
3576,2365
3577,3538
3578,16518
3579,3314
3580,625
3581,614
3582,640
3583,9702
3584,1181
3585,5390
3586,1037
3587,802
3588,700
3589,2573
3590,7018
3591,1072
3592,17746
3593,16390
3594,4692
3595,1129
3596,1619
3597,6806
3598,868
3599,5747
3600,7826
3601,6874
3602,2922
3603,2873
3604,14180
3605,3528
3606,660
3607,1858
3608,3964
3609,18407
3610,2491
3611,8977
3612,5929
3613,4509
3614,5206
3615,8133
3616,6583
3617,15025
3618,3563
3619,5326
3620,1956
3621,951
3622,2170
3623,6010
3624,5556
3625,1148
3626,8228
3627,813
3628,2841
3629,1723
3630,2360
3631,9836
3632,5224
3633,576
3634,2357
3635,7727
3636,1893
3637,480
3638,4062
3639,931
3640,1067
3641,694
3642,2530
3643,2141
3644,1142
3645,4455
3646,710
3647,9706
3648,3417
3649,9140
3650,1117
3651,4390
3652,13560
3653,929
3654,540
3655,1916
3656,10556
3657,7617
3658,7677
3659,6256
3660,2142
3661,3671
3662,3372
3663,6857
3664,893
3665,16380
3666,1069
3667,1752
3668,5421
3669,2206
3670,13229
3671,795
3672,4383
3673,720
3674,18242
3675,476
3676,884
3677,7847
3678,3229
3679,7345
3680,1633
3681,5666
3682,899
3683,1433
3684,626
3685,1665
3686,394
3687,4368
3688,863
3689,4798
3690,1896
3691,1876
3692,686
3693,3239
3694,12005
3695,9694
3696,13369
3697,2289
3698,2819
3699,931
3700,2699
3701,4598
3702,4458
3703,5544
3704,2757
3705,2950
3706,3033
3707,552
3708,4764
3709,1056
3710,748
3711,586
3712,1805
3713,725
3714,3471
3715,624
3716,3145
3717,3799
3718,1087
3719,10939
3720,552
3721,5708
3722,1646
3723,834
3724,2194
3725,403
3726,487
3727,5544
3728,563
3729,3235
3730,720
3731,803
3732,6296
3733,891
3734,1605
3735,1605
3736,5288
3737,14502
3738,5689
3739,3245
3740,1397
3741,4238
3742,13609
3743,3685
3744,650
3745,810
3746,625
3747,1746
3748,2952
3749,3920
3750,3613
3751,551
3752,6164
3753,13607
3754,2290
3755,1414
3756,17237
3757,11165
3758,1689
3759,3217
3760,2602
3761,1061
3762,596
3763,1424
3764,806
3765,855
3766,810
3767,3455
3768,1068
3769,1146
3770,6424
3771,800
3772,2068
3773,15773
3774,1110
3775,5208
3776,9797
3777,6754
3778,675
3779,1600
3780,1792
3781,3105
3782,5613
3783,1080
3784,2535
3785,1866
3786,1637
3787,9290
3788,847
3789,2010
3790,14031
3791,983
3792,4304
3793,4909
3794,10778
3795,15511
3796,16309
3797,12748
3798,583
3799,630
3800,12111
3801,6720
3802,2742
3803,684
3804,998
3805,2479
3806,2185
3807,681
3808,2327
3809,1867
3810,6597
3811,1190
3812,886
3813,759
3814,475
3815,14477
3816,902
3817,828
3818,2409
3819,2745
3820,3282
3821,4268
3822,718
3823,1642
3824,851
3825,6957
3826,5969
3827,1016
3828,5396
3829,6206
3830,642
3831,2703
3832,13298
3833,9278
3834,5436
3835,914
3836,3541
3837,8793
3838,2802
3839,418
3840,2344
3841,10446
3842,4688
3843,4785
3844,2271
3845,1115
3846,5846
3847,5061
3848,986
3849,10138
3850,11469
3851,561
3852,1260
3853,3276
3854,2666
3855,713
3856,936
3857,5557
3858,5080
3859,1847
3860,720
3861,1259
3862,506
3863,918
3864,2012
3865,1654
3866,10681
3867,11979
3868,5093
3869,4703
3870,9116
3871,18374
3872,1369
3873,8814
3874,1643
3875,7277
3876,851
3877,4149
3878,4047
3879,13903
3880,16174
3881,1050
3882,984
3883,13665
3884,2564
3885,10910
3886,3268
3887,5443
3888,1819
3889,507
3890,803
3891,6662
3892,1221
3893,8411
3894,2482
3895,7111
3896,2047
3897,1635
3898,2863
3899,15609
3900,1909
3901,3701
3902,1354
3903,998
3904,3729
3905,625
3906,1227
3907,5232
3908,602
3909,11575
3910,754
3911,939
3912,8163
3913,641
3914,601
3915,3002
3916,1050
3917,5421
3918,1081
3919,1385
3920,5439
3921,720
3922,1080
3923,2348
3924,3535
3925,3496
3926,619
3927,571
3928,1781
3929,18115
3930,421
3931,665
3932,1038
3933,6885
3934,5645
3935,574
3936,2337
3937,3311
3938,1003
3939,6844
3940,816
3941,417
3942,4297
3943,12334
3944,6546
3945,3696
3946,852
3947,500
3948,1292
3949,3563
3950,7047
3951,3002
3952,680
3953,2198
3954,2088
3955,10501
3956,541
3957,1728
3958,15081
3959,5050
3960,13728
3961,2404
3962,4200
3963,666
3964,3993
3965,1571
3966,12576
3967,14502
3968,774
3969,677
3970,18239
3971,11756
3972,2854
3973,3696
3974,11968
3975,17460
3976,3615
3977,7912
3978,16437
3979,1128
3980,1007
3981,2059
3982,945
3983,1007
3984,900
3985,1838
3986,3182
3987,1723
3988,5151
3989,3195
3990,3334
3991,4670
3992,1243
3993,12985
3994,979
3995,6085
3996,1897
3997,1705
3998,743
3999,15197
4000,2706
4001,980
4002,2047
4003,1083
4004,14737
4005,2196
4006,2481
4007,606
4008,737
4009,5376
4010,7171
4011,1431
4012,2099
4013,544
4014,641
4015,3898
4016,576
4017,14350
4018,8202
4019,1061
4020,357
4021,640
4022,5075
4023,740
4024,2058
4025,3089
4026,576
4027,788
4028,936
4029,734
4030,605
4031,8265
4032,12232
4033,4052
4034,4259
4035,2951
4036,5108
4037,1151
4038,7094
4039,900
4040,4912
4041,873
4042,6176
4043,5154
4044,17193
4045,7007
4046,11512
4047,12872
4048,918
4049,1310
4050,2190
4051,948
4052,12196
4053,2790
4054,743
4055,1569
4056,1436
4057,875
4058,3968
4059,4983
4060,7687
4061,769
4062,3027
4063,1343
4064,4143
4065,2878
4066,485
4067,1211
4068,687
4069,545
4070,7137
4071,2505
4072,1367
4073,5995
4074,527
4075,4173
4076,992
4077,6945
4078,4048
4079,3229
4080,1384
4081,1114
4082,432
4083,891
4084,1249
4085,7292
4086,1555
4087,9090
4088,4260
4089,9193
4090,698
4091,1624
4092,924
4093,486
4094,924
4095,1170
4096,12260
4097,612
4098,5395
4099,2905
4100,2259
4101,704
4102,2424
4103,11637
4104,625
4105,1826
4106,663
4107,2611
4108,912
4109,9304
4110,2396
4111,9596
4112,3533
4113,1546
4114,9716
4115,1433
4116,4805
4117,3376
4118,4158
4119,6064
4120,4060
4121,11913
4122,862
4123,9370
4124,4430
4125,1402
4126,798
4127,8518
4128,3837
4129,3812
4130,4116
4131,12709
4132,5376
4133,2848
4134,1363
4135,8869
4136,3975
4137,732
4138,6871
4139,2362
4140,786
4141,2573
4142,622
4143,4105
4144,15990
4145,9053
4146,2340
4147,2654
4148,6714
4149,1295
4150,4485
4151,6389
4152,3201
4153,7655
4154,5872
4155,7122
4156,5288
4157,3145
4158,2760
4159,684
4160,771
4161,3669
4162,1603
4163,449
4164,1392
4165,14542
4166,1179
4167,6644
4168,15458
4169,7480
4170,2041
4171,7091
4172,598
4173,9820
4174,1836
4175,614
4176,2810
4177,754
4178,7370
4179,7721
4180,2147
4181,1638
4182,1238
4183,447
4184,663
4185,1941
4186,15185
4187,3199
4188,1679
4189,593
4190,673
4191,2251
4192,1365
4193,4752
4194,891
4195,4851
4196,810
4197,816
4198,4912
4199,956
4200,7727
4201,4611
4202,4149
4203,876
4204,3950
4205,1033
4206,1410
4207,4848
4208,2724
4209,2297
4210,1813
4211,5166
4212,2873
4213,3733
4214,900
4215,576
4216,6953
4217,1383
4218,2411
4219,576
4220,787
4221,18788
4222,789
4223,612
4224,473
4225,732
4226,776
4227,2550
4228,2444
4229,2276
4230,1279
4231,4276
4232,1717
4233,2845
4234,5322
4235,518
4236,5937
4237,9568
4238,7835
4239,5661
4240,6534
4241,11795
4242,506
4243,7428
4244,14830
4245,713
4246,4900
4247,2040
4248,5093
4249,620
4250,10173
4251,4588
4252,1769
4253,6097
4254,803
4255,2170
4256,16544
4257,873
4258,1041
4259,532
4260,5614
4261,2079
4262,772
4263,1031
4264,821
4265,9051
4266,1546
4267,802
4268,1080
4269,18026
4270,6024
4271,1403
4272,650
4273,2685
4274,1024
4275,2162
4276,1687
4277,722
4278,5779
4279,5879
4280,10071
4281,2061
4282,8690
4283,5557
4284,2640
4285,1007
4286,7324
4287,1002
4288,956
4289,1105
4290,3577
4291,2442
4292,8778
4293,650
4294,7366
4295,6552
4296,15030
4297,1287
4298,2807
4299,1132
4300,1929
4301,990
4302,620
4303,5911
4304,6373
4305,765
4306,5387
4307,7849
4308,5088
4309,1010
4310,1007
4311,3519
4312,764
4313,9385
4314,2469
4315,4400
4316,10984
4317,15031
4318,3439
4319,18468
4320,4823
4321,8529
4322,6324
4323,1343
4324,432
4325,491
4326,8585
4327,816
4328,8820
4329,13561
4330,653
4331,16803
4332,3265
4333,2466
4334,8258
4335,12680
4336,3792
4337,702
4338,14844
4339,972
4340,2246
4341,421
4342,1191
4343,12571
4344,3952
4345,4954
4346,3635
4347,442
4348,3210
4349,2865
4350,988
4351,493
4352,1675
4353,828
4354,485
4355,581
4356,2760
4357,2177
4358,4072
4359,1421
4360,1068
4361,480
4362,1625
4363,1709
4364,10210
4365,942
4366,10038
4367,1655
4368,2998
4369,8645
4370,1847
4371,680
4372,11473
4373,644
4374,2344
4375,1590
4376,6108
4377,7143
4378,3302
4379,432
4380,5757
4381,1698
4382,3710
4383,1565
4384,15740
4385,7010
4386,6928
4387,862
4388,2591
4389,702
4390,7821
4391,5226
4392,658
4393,3960
4394,906
4395,3252
4396,4620
4397,5119
4398,1698
4399,1056
4400,4698
4401,596
4402,2297
4403,8852
4404,3749
4405,6787
4406,5548
4407,6743
4408,2117
4409,1728
4410,680
4411,2202
4412,15148
4413,17223
4414,540
4415,5913
4416,660
4417,1970
4418,4525
4419,795
4420,5826
4421,2477
4422,4087
4423,1421
4424,1076
4425,506
4426,6216
4427,2795
4428,6238
4429,5518
4430,631
4431,864
4432,936
4433,1192
4434,1662
4435,1309
4436,933
4437,625
4438,7858
4439,5543
4440,7281
4441,6451
4442,1720
4443,1247
4444,670
4445,8363
4446,539
4447,961
4448,3463
4449,7660
4450,952
4451,2822
4452,5755
4453,559
4454,669
4455,2345
4456,8870
4457,6830
4458,4497
4459,645
4460,1007
4461,3573
4462,2679
4463,1829
4464,4942
4465,698
4466,6324
4467,1847
4468,965
4469,1786
4470,1400
4471,2563
4472,1080
4473,8312
4474,583
4475,1163
4476,2059
4477,612
4478,4562
4479,2440
4480,4234
4481,4075
4482,645
4483,1021
4484,6979
4485,608
4486,2009
4487,1743
4488,2766
4489,675
4490,2352
4491,625
4492,1069
4493,1197
4494,12377
4495,3589
4496,743
4497,1235
4498,4399
4499,10993
4500,876
4501,778
4502,7982
4503,1321
4504,394
4505,4791
4506,1067
4507,3003
4508,12209
4509,6440
4510,4880
4511,16988
4512,1607
4513,3923
4514,4542
4515,5224
4516,4844
4517,854
4518,1711
4519,1890
4520,17469
4521,1213
4522,678
4523,789
4524,1666
4525,5883
4526,1715
4527,3357
4528,3131
4529,5636
4530,876
4531,1021
4532,810
4533,9702
4534,4746
4535,476
4536,1067
4537,4558
4538,984
4539,1433
4540,2553
4541,3249
4542,13719
4543,10878
4544,2839
4545,2360
4546,5172
4547,15002
4548,9542
4549,875
4550,579
4551,18242
4552,9240
4553,1078
4554,367
4555,995
4556,2720
4557,9212
4558,12400
4559,6250
4560,629
4561,763
4562,5139
4563,5759
4564,7539
4565,917
4566,2767
4567,4868
4568,737
4569,8107
4570,4798
4571,3536
4572,574
4573,6805
4574,1103
4575,597
4576,1298
4577,1174
4578,802
4579,12981
4580,3415
4581,8470
4582,4418
4583,5520
4584,7350
4585,4788
4586,3997
4587,5967
4588,2345
4589,3679
4590,684
4591,728
4592,2234
4593,6672
4594,6509
4595,605
4596,605
4597,494
4598,950
4599,10940
4600,4751
4601,666
4602,9005
4603,846
4604,367
4605,449
4606,1129
4607,1243
4608,625
4609,6871
4610,7371
4611,4463
4612,916
4613,1625
4614,657
4615,918
4616,2352
4617,840
4618,2820
4619,1351
4620,12654
4621,684
4622,16146
4623,628
4624,3686
4625,4752
4626,645
4627,2346
4628,1925
4629,684
4630,507
4631,4013
4632,1013
4633,6299
4634,1766
4635,2336
4636,854
4637,966
4638,4516
4639,6470
4640,7423
4641,2750
4642,4875
4643,2293
4644,4195
4645,4770
4646,2271
4647,4939
4648,408
4649,15824
4650,2612
4651,4482
4652,4914
4653,2363
4654,1787
4655,477
4656,867
4657,579
4658,3709
4659,17068
4660,596
4661,6988
4662,700
4663,684
4664,2125
4665,5620
4666,1062
4667,1356
4668,521
4669,2206
4670,4113
4671,5601
4672,1040
4673,18707
4674,3519
4675,1622
4676,848
4677,5606
4678,5492
4679,4694
4680,7092
4681,3665
4682,2923
4683,1833
4684,5430
4685,5699
4686,8062
