,carat,cut,color,clarity,depth,table,x,y,z,city,price
313,0.34,Ideal,H,VVS2,62.2,55.0,4.48,4.49,2.79,Dubai,686
314,0.75,Ideal,G,SI1,62.2,55.0,5.87,5.8,3.63,Dubai,2760
315,1.07,Good,F,SI2,61.3,65.0,6.59,6.41,4.0,Dubai,4446
316,0.32,Very Good,G,VVS1,60.9,61.0,4.37,4.4,2.67,Dubai,842
317,0.3,Ideal,F,SI1,62.9,57.0,4.27,4.25,2.68,Dubai,641
318,1.0,Premium,D,VS1,61.0,58.0,6.46,6.42,3.93,Dubai,7280
319,0.5,Good,F,VS2,61.3,61.0,5.05,5.1,3.11,Dubai,1447
320,1.0,Premium,E,VS2,62.8,62.0,6.29,6.26,3.94,Dubai,6272
321,1.23,Premium,H,VS2,62.4,61.0,6.85,6.8,4.26,Dubai,6957
322,0.44,Good,F,SI1,56.9,61.0,5.12,5.07,2.9,Dubai,1018
323,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,Dubai,2703
324,0.32,Premium,G,SI1,59.6,60.0,4.43,4.46,2.65,Dubai,477
325,0.7,Ideal,E,VS2,61.3,57.0,5.73,5.75,3.52,Dubai,3504
326,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73,Dubai,6757
327,0.33,Premium,G,VVS2,61.7,58.0,4.42,4.39,2.72,Dubai,965
328,0.71,Ideal,D,SI2,61.5,56.0,5.78,5.74,3.54,Dubai,2633
329,0.77,Very Good,E,VS1,62.0,56.0,5.88,5.92,3.66,Dubai,3318
330,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87,Dubai,1209
331,0.5,Ideal,F,SI2,61.3,58.0,5.1,5.12,3.13,Dubai,1020
332,0.5,Ideal,E,VS2,60.6,59.0,5.1,5.2,3.12,Dubai,1655
333,0.3,Ideal,G,SI2,61.6,56.0,4.32,4.35,2.67,Dubai,422
334,0.7,Ideal,G,VS2,62.3,57.0,5.67,5.7,3.54,Dubai,2723
335,1.54,Premium,H,I1,62.0,60.0,7.32,7.4,4.56,Dubai,4980
336,2.06,Ideal,I,SI1,62.0,56.0,8.12,8.17,5.05,Dubai,16960
337,0.35,Ideal,I,SI1,61.3,54.0,4.51,4.56,2.78,Dubai,472
338,0.51,Very Good,G,IF,59.3,57.0,5.25,5.31,3.13,Dubai,2084
339,0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,Dubai,1240
340,0.5,Ideal,F,VVS2,61.6,56.0,5.08,5.11,3.14,Dubai,2052
341,1.51,Ideal,D,VS2,62.1,58.0,7.32,7.34,4.55,Dubai,15821
342,0.32,Premium,H,IF,61.2,58.0,4.39,4.37,2.68,Dubai,1080
343,1.52,Good,F,VS2,57.8,59.0,7.58,7.5,4.36,Dubai,12283
344,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,Dubai,5095
345,0.3,Very Good,E,VVS1,60.5,57.0,4.37,4.39,2.65,Dubai,862
346,1.24,Good,E,SI2,58.5,57.0,7.03,7.1,4.13,Dubai,5809
347,0.71,Very Good,G,SI1,62.7,59.0,5.65,5.67,3.55,Dubai,2201
348,0.3,Ideal,G,IF,62.8,57.0,4.32,4.28,2.7,Dubai,956
349,1.21,Ideal,F,VVS1,59.8,60.0,6.95,6.89,4.14,Dubai,12230
350,0.59,Ideal,D,SI1,61.6,57.0,5.41,5.44,3.34,Dubai,1743
351,0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,Dubai,1011
352,1.03,Premium,H,VS1,59.2,58.0,6.66,6.61,3.92,Dubai,4874
353,0.31,Premium,F,IF,61.9,58.0,4.36,4.39,2.71,Dubai,914
354,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,Dubai,7346
355,0.83,Very Good,D,IF,59.7,53.0,6.14,6.23,3.69,Dubai,7889
356,0.42,Very Good,D,SI2,60.0,61.0,4.85,4.89,2.92,Dubai,700
357,2.21,Premium,J,SI2,62.7,57.0,8.33,8.25,5.2,Dubai,13642
358,1.56,Good,I,VS2,57.2,62.0,7.72,7.66,4.4,Dubai,9784
359,0.92,Premium,G,SI2,59.4,62.0,6.36,6.34,3.77,Dubai,3555
360,1.52,Ideal,G,VVS2,60.6,57.0,7.45,7.49,4.52,Dubai,15760
361,1.5,Ideal,G,VS2,60.7,54.0,7.41,7.48,4.53,Dubai,13135
362,1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,Dubai,3739
363,0.31,Very Good,G,VVS2,62.6,57.0,4.29,4.33,2.7,Dubai,707
364,0.83,Ideal,I,SI2,61.2,59.0,6.03,6.06,3.7,Dubai,2444
365,1.0,Ideal,E,SI1,62.3,55.0,6.34,6.41,3.97,Dubai,5299
366,0.38,Ideal,E,VS1,62.7,55.0,4.6,4.65,2.9,Dubai,1000
367,1.2,Good,H,SI2,59.7,63.0,6.84,6.87,4.09,Dubai,5085
368,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,Dubai,1581
369,0.31,Very Good,E,SI1,63.4,55.0,4.32,4.29,2.73,Dubai,698
370,0.34,Very Good,F,VVS2,61.0,56.0,4.51,4.53,2.76,Dubai,825
371,0.52,Very Good,G,VS1,63.8,58.0,5.06,5.09,3.24,Dubai,1641
372,0.53,Ideal,D,VS2,61.0,56.0,5.26,5.29,3.22,Dubai,1659
373,0.31,Ideal,F,VVS2,62.4,55.0,4.36,4.33,2.71,Dubai,977
374,0.42,Very Good,G,SI1,61.6,61.0,4.79,4.82,2.96,Dubai,687
375,0.51,Ideal,D,SI1,60.6,57.0,5.15,5.18,3.13,Dubai,1403
376,0.39,Premium,G,VVS1,60.4,59.0,4.72,4.75,2.86,Dubai,1095
377,0.31,Ideal,D,VS2,61.8,57.0,4.36,4.38,2.7,Dubai,734
378,0.54,Very Good,D,SI2,63.2,57.0,5.19,5.16,3.27,Dubai,1343
379,1.01,Ideal,H,SI1,61.3,57.0,6.44,6.46,3.95,Dubai,5664
380,1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,Dubai,7291
381,0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,Dubai,700
382,0.5,Ideal,F,VVS2,62.0,55.0,5.1,5.12,3.17,Dubai,2052
383,1.03,Premium,H,SI1,59.2,60.0,6.62,6.58,3.91,Dubai,5105
384,0.3,Very Good,G,VVS2,63.2,57.0,4.27,4.24,2.69,Dubai,878
385,0.7,Ideal,H,VS1,61.0,56.0,5.75,5.79,3.51,Dubai,3185
386,0.5,Very Good,H,VS2,61.2,55.0,5.12,5.16,3.15,Dubai,1411
387,1.08,Premium,H,I1,61.7,59.0,6.54,6.59,4.05,Dubai,3118
388,0.24,Very Good,H,IF,61.3,56.0,4.04,4.06,2.48,Dubai,449
389,1.58,Ideal,I,VS2,61.1,55.0,7.48,7.53,4.59,Dubai,10338
390,0.4,Very Good,I,SI1,59.8,57.0,4.8,4.83,2.88,Dubai,596
391,1.19,Premium,I,SI2,62.6,58.0,6.7,6.75,4.21,Dubai,4660
392,1.0,Ideal,F,SI2,61.3,57.0,6.4,6.46,3.94,Dubai,4425
393,0.75,Ideal,D,SI1,62.0,58.0,5.81,5.84,3.61,Dubai,3152
394,0.71,Ideal,F,VS2,61.2,56.0,5.77,5.73,3.52,Dubai,2917
395,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,Dubai,3007
396,0.91,Fair,H,SI2,65.7,60.0,6.03,5.99,3.95,Dubai,2763
397,0.31,Very Good,G,SI2,63.2,55.0,4.33,4.31,2.73,Dubai,523
398,1.51,Good,G,I1,64.0,59.0,7.29,7.17,4.63,Dubai,3497
399,0.25,Ideal,G,VVS2,61.5,56.0,4.06,4.08,2.5,Dubai,525
400,0.91,Very Good,F,SI2,63.1,56.0,6.13,6.17,3.88,Dubai,3489
401,0.31,Ideal,H,VVS1,61.5,54.0,4.39,4.36,2.69,Dubai,907
402,0.42,Premium,H,SI1,62.1,59.0,4.81,4.78,2.98,Dubai,898
403,1.19,Very Good,G,SI1,62.8,57.0,6.71,6.77,4.23,Dubai,6127
404,0.42,Ideal,H,SI1,60.9,56.0,4.89,4.86,2.97,Dubai,760
405,0.51,Very Good,E,SI1,62.8,56.0,5.07,5.15,3.21,Dubai,1438
406,1.5,Premium,G,VS2,61.2,61.0,7.34,7.29,4.48,Dubai,12308
407,1.02,Very Good,G,SI1,61.3,56.0,6.43,6.53,3.97,Dubai,5291
408,1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,Dubai,4401
409,0.32,Ideal,E,VS1,61.5,56.0,4.4,4.38,2.7,Dubai,972
410,0.6,Ideal,E,VS1,61.6,55.0,5.43,5.48,3.36,Dubai,2442
411,0.5,Ideal,E,VS2,62.6,54.0,5.08,5.11,3.19,Dubai,1624
412,0.38,Very Good,G,VS2,60.1,61.0,4.63,4.66,2.79,Dubai,766
413,0.59,Very Good,J,VS2,61.9,58.0,5.35,5.38,3.32,Dubai,1287
414,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,Dubai,530
415,0.42,Premium,E,SI1,61.6,59.0,4.85,4.83,2.98,Dubai,992
416,1.01,Premium,F,SI1,62.3,59.0,6.38,6.4,3.98,Dubai,4969
417,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,Dubai,3782
418,0.85,Ideal,J,SI1,62.3,55.0,6.1,6.06,3.79,Dubai,2366
419,1.01,Good,D,VS2,63.1,60.0,6.35,6.39,4.02,Dubai,6999
420,0.7,Ideal,E,SI1,60.1,57.0,5.78,5.83,3.49,Dubai,2929
421,1.77,Very Good,D,SI1,59.2,61.0,7.86,7.98,4.69,Dubai,14561
422,0.9,Good,G,SI1,63.7,58.0,6.12,6.09,3.89,Dubai,3669
423,0.25,Very Good,E,IF,61.3,56.0,4.1,4.13,2.53,Dubai,633
424,1.01,Good,G,SI1,63.9,57.0,6.3,6.37,4.05,Dubai,4588
425,1.5,Very Good,G,SI1,62.2,58.0,7.21,7.28,4.51,Dubai,9515
426,0.36,Premium,D,VS2,60.3,58.0,4.66,4.63,2.8,Dubai,933
427,0.76,Ideal,D,SI1,62.8,57.0,5.81,5.85,3.66,Dubai,3075
428,0.9,Very Good,J,VS1,62.5,56.0,6.11,6.21,3.85,Dubai,3188
429,1.13,Ideal,F,VS2,60.1,56.0,6.76,6.84,4.09,Dubai,8157
430,0.9,Good,G,SI1,64.1,59.4,6.04,6.08,3.88,Dubai,3816
431,0.3,Ideal,F,VS2,61.4,57.0,4.34,4.36,2.67,Dubai,605
432,0.31,Ideal,E,SI1,63.0,57.0,4.32,4.29,2.71,Dubai,698
433,1.0,Fair,G,SI1,66.1,62.0,6.1,6.03,4.01,Dubai,3700
434,0.4,Ideal,E,VVS1,61.3,56.0,4.75,4.78,2.92,Dubai,1778
435,0.52,Ideal,H,SI2,61.5,56.0,5.17,5.21,3.19,Dubai,1035
436,1.21,Ideal,H,VS1,62.7,56.0,6.79,6.84,4.27,Dubai,6784
437,1.03,Premium,E,VS1,59.6,59.0,6.57,6.59,3.92,Dubai,7677
438,0.33,Ideal,G,VS1,60.1,55.0,4.5,4.55,2.72,Dubai,666
439,1.01,Ideal,J,SI2,61.4,56.0,6.44,6.47,3.97,Dubai,3997
440,0.53,Very Good,D,VS2,63.4,55.0,5.23,5.11,3.28,Dubai,1825
441,1.0,Ideal,G,VS1,62.6,56.0,6.39,6.36,3.99,Dubai,6377
442,0.76,Ideal,G,SI2,62.1,54.0,5.88,5.84,3.64,Dubai,2143
443,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,Dubai,1125
444,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,Dubai,4892
445,1.62,Ideal,G,SI1,62.2,56.0,7.48,7.53,4.67,Dubai,12295
446,0.25,Ideal,H,SI1,62.8,54.0,4.05,4.07,2.55,Dubai,357
447,1.32,Premium,F,VS2,62.2,58.0,7.03,6.95,4.35,Dubai,10814
448,0.3,Premium,H,VS2,61.1,59.0,4.37,4.3,2.65,Dubai,608
449,0.41,Premium,F,VS2,62.4,56.0,4.77,4.75,2.97,Dubai,1107
450,0.41,Ideal,E,VVS1,61.3,56.0,4.81,4.79,2.94,Dubai,1431
451,0.72,Very Good,G,SI1,63.1,57.0,5.66,5.72,3.59,Dubai,2353
452,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,Dubai,2792
453,0.46,Ideal,E,SI2,61.3,55.0,4.98,5.0,3.06,Dubai,935
454,0.3,Premium,G,VVS2,61.8,59.0,4.26,4.22,2.62,Dubai,878
455,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,3.13,Dubai,1654
456,0.7,Premium,E,SI1,58.6,60.0,5.78,5.75,3.38,Dubai,2657
457,0.34,Ideal,D,SI1,62.0,55.0,4.5,4.53,2.8,Dubai,584
458,1.81,Good,G,SI2,58.9,55.0,7.99,8.04,4.72,Dubai,11336
459,0.78,Ideal,E,SI1,62.7,55.0,5.9,5.87,3.69,Dubai,3014
460,0.44,Premium,H,SI2,58.4,60.0,5.05,4.99,2.93,Dubai,759
461,1.51,Premium,G,VS1,62.4,60.0,7.34,7.3,4.57,Dubai,12948
462,0.38,Ideal,E,VVS2,61.9,53.8,4.66,4.7,2.9,Dubai,1073
463,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,Dubai,7812
464,0.31,Ideal,F,VS2,60.8,57.0,4.36,4.39,2.66,Dubai,625
465,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,Dubai,17751
466,0.31,Premium,E,VS2,60.6,59.0,4.36,4.39,2.65,Dubai,680
467,0.53,Good,E,SI2,63.0,60.0,5.11,5.14,3.23,Dubai,1127
468,0.44,Ideal,G,IF,62.2,54.0,4.89,4.92,3.05,Dubai,1348
469,0.71,Premium,F,VS2,60.8,58.0,5.79,5.76,3.51,Dubai,2694
470,1.01,Good,H,VS2,63.9,58.0,6.26,6.22,3.99,Dubai,4208
471,0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,Dubai,4627
472,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,Dubai,5624
473,1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5,Dubai,7520
474,0.55,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,Dubai,1792
475,0.32,Very Good,H,VVS2,63.4,56.0,4.37,4.34,2.76,Dubai,828
476,0.9,Fair,D,SI1,63.8,61.0,6.07,5.99,3.85,Dubai,4252
477,0.45,Good,F,VS1,59.0,62.0,5.02,5.04,2.97,Dubai,1012
478,0.3,Ideal,H,VS2,62.3,57.0,4.27,4.3,2.67,Dubai,491
479,2.01,Very Good,H,SI1,62.8,59.0,7.99,8.04,5.03,Dubai,17759
480,0.3,Ideal,D,VS2,61.8,55.0,4.36,4.32,2.68,Dubai,911
481,0.32,Ideal,D,SI1,62.7,54.0,4.37,4.4,2.75,Dubai,589
482,0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,Dubai,593
483,0.31,Ideal,E,SI1,61.6,54.0,4.39,4.41,2.71,Dubai,516
484,0.32,Ideal,F,VVS1,62.1,56.0,4.43,4.39,2.74,Dubai,990
485,0.31,Ideal,D,VS2,61.9,56.0,4.38,4.34,2.7,Dubai,942
486,0.32,Ideal,E,VS1,59.5,57.0,4.45,4.49,2.66,Dubai,657
487,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,Dubai,1435
488,0.3,Premium,I,VS1,61.7,58.0,4.27,4.32,2.65,Dubai,473
489,0.51,Premium,D,VVS2,62.4,59.0,5.13,5.06,3.18,Dubai,2387
490,1.51,Premium,I,VVS2,62.1,58.0,7.29,7.32,4.54,Dubai,9328
491,0.48,Very Good,E,VVS1,60.6,56.0,5.13,5.06,3.09,Dubai,2275
492,0.36,Premium,E,VS2,62.0,58.0,4.54,4.56,2.82,Dubai,789
493,0.32,Premium,H,VS2,60.7,58.0,4.43,4.46,2.7,Dubai,505
494,0.9,Very Good,D,SI2,64.0,58.0,6.06,6.11,3.9,Dubai,3789
495,0.54,Premium,G,VS1,61.1,59.0,5.2,5.24,3.19,Dubai,1684
496,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,Dubai,530
497,0.3,Ideal,E,VS2,61.4,56.0,4.32,4.34,2.66,Dubai,795
498,1.2,Very Good,G,VS1,63.4,56.0,6.74,6.7,4.26,Dubai,8596
499,1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,Dubai,4498
500,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,Dubai,3528
501,0.36,Ideal,E,VS1,61.7,56.0,4.56,4.58,2.82,Dubai,852
502,1.17,Ideal,H,SI2,62.4,53.0,6.74,6.76,4.21,Dubai,5423
503,1.05,Premium,F,VS2,62.3,59.0,6.5,6.46,4.04,Dubai,7244
504,2.0,Good,J,I1,63.6,62.0,7.97,7.8,5.02,Dubai,6521
505,0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,Dubai,912
506,1.02,Premium,G,SI2,60.9,59.0,6.56,6.45,3.96,Dubai,4486
507,0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,Dubai,2834
508,0.76,Ideal,E,SI2,61.5,57.0,5.83,5.87,3.6,Dubai,2680
509,1.52,Good,J,VS2,63.1,61.0,7.19,7.23,4.55,Dubai,6982
510,1.14,Ideal,G,SI2,63.0,57.0,6.7,6.64,4.2,Dubai,4558
511,2.01,Fair,J,VS1,66.6,54.0,7.76,7.92,5.22,Dubai,14402
512,1.6,Ideal,G,VS1,62.0,57.0,7.47,7.43,4.62,Dubai,9856
513,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,Dubai,4213
514,1.62,Premium,F,SI1,60.1,58.0,7.63,7.59,4.57,Dubai,11733
515,0.45,Ideal,G,IF,62.0,53.0,4.94,4.99,3.08,Dubai,1377
516,0.9,Ideal,G,VS2,60.8,57.0,6.26,6.17,3.78,Dubai,4884
517,1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,Dubai,2940
518,0.4,Premium,J,SI1,61.4,58.0,4.79,4.76,2.93,Dubai,675
519,0.41,Premium,D,SI2,61.2,59.0,4.77,4.8,2.93,Dubai,683
520,0.84,Premium,E,VS1,59.7,59.0,6.16,6.13,3.67,Dubai,4318
521,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,Dubai,2882
522,0.9,Ideal,F,SI1,62.4,56.0,6.22,6.18,3.87,Dubai,3992
523,0.93,Premium,D,SI2,60.6,59.0,6.34,6.3,3.83,Dubai,4140
524,0.52,Ideal,E,SI1,61.6,55.0,5.16,5.19,3.19,Dubai,1555
525,0.98,Ideal,G,SI2,61.7,56.0,6.36,6.4,3.93,Dubai,4470
526,0.58,Ideal,G,VVS2,61.8,56.0,5.35,5.36,3.31,Dubai,2133
527,0.93,Ideal,H,SI1,61.7,55.0,6.26,6.29,3.87,Dubai,4317
528,1.05,Premium,F,SI2,62.6,59.0,6.47,6.43,4.04,Dubai,4557
529,0.3,Very Good,E,VVS2,61.9,59.0,4.27,4.32,2.66,Dubai,789
530,0.52,Ideal,G,VS2,62.0,55.0,5.19,5.13,3.2,Dubai,1577
531,0.65,Very Good,G,VS2,63.2,57.0,5.54,5.47,3.48,Dubai,2009
532,0.37,Ideal,D,SI1,61.9,54.0,4.62,4.65,2.87,Dubai,643
533,1.0,Premium,G,VVS1,62.1,59.0,6.29,6.4,3.94,Dubai,8008
534,0.3,Premium,F,VVS1,61.8,59.0,4.29,4.26,2.64,Dubai,1114
535,1.02,Ideal,E,SI1,62.2,57.0,6.45,6.41,4.0,Dubai,5655
536,0.7,Good,E,VVS2,60.1,63.0,5.68,5.71,3.42,Dubai,2857
537,1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,Dubai,4685
538,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,Dubai,1792
539,0.35,Ideal,H,IF,60.5,56.0,4.59,4.56,2.77,Dubai,984
540,0.34,Ideal,D,VS2,61.4,56.0,4.53,4.5,2.77,Dubai,1033
541,0.32,Premium,H,IF,61.2,58.0,4.37,4.39,2.68,Dubai,842
542,0.33,Ideal,G,VS1,62.1,54.0,4.45,4.47,2.77,Dubai,666
543,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,Dubai,7553
544,0.57,Ideal,F,VS2,61.6,56.0,5.37,5.34,3.3,Dubai,1684
545,0.25,Premium,E,VS1,61.5,60.0,4.04,4.02,2.48,Dubai,558
546,0.9,Ideal,I,SI2,62.0,56.0,6.16,6.2,3.83,Dubai,3001
547,0.31,Ideal,E,VS1,61.6,56.0,4.35,4.38,2.69,Dubai,734
548,0.33,Premium,G,VS1,62.3,58.0,4.45,4.41,2.76,Dubai,854
549,0.41,Premium,I,VVS2,59.9,58.0,4.87,4.81,2.9,Dubai,1061
550,1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02,Dubai,5122
551,1.6,Ideal,I,SI2,61.9,57.0,7.48,7.51,4.64,Dubai,8377
552,1.04,Ideal,G,SI2,61.7,56.0,6.57,6.52,4.04,Dubai,4455
553,0.31,Premium,G,VS1,62.4,58.0,4.34,4.31,2.7,Dubai,802
554,1.49,Very Good,G,SI2,62.5,58.0,7.2,7.26,4.52,Dubai,7773
555,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,Dubai,2441
556,0.51,Very Good,F,VS2,63.2,58.0,5.07,5.05,3.2,Dubai,1417
557,1.06,Premium,G,VS2,60.9,57.0,6.65,6.61,4.04,Dubai,6582
558,0.5,Ideal,F,VS2,62.5,57.0,5.07,5.11,3.18,Dubai,1436
559,0.36,Ideal,G,VS1,61.3,56.0,4.6,4.64,2.83,Dubai,746
560,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,Dubai,8505
561,0.31,Premium,F,VVS1,59.9,59.0,4.45,4.43,2.66,Dubai,940
562,0.35,Very Good,G,VS1,62.6,56.0,4.49,4.52,2.82,Dubai,659
563,0.3,Good,J,VS2,63.4,57.0,4.22,4.26,2.69,Dubai,368
564,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,Dubai,3006
565,0.4,Very Good,D,VVS2,62.2,62.0,4.68,4.71,2.92,Dubai,1010
566,1.01,Premium,I,I1,59.2,57.0,6.58,6.44,3.85,Dubai,2017
567,1.05,Ideal,J,SI2,61.3,56.0,6.56,6.59,4.03,Dubai,4364
568,1.02,Very Good,G,SI1,62.8,57.0,6.35,6.38,4.0,Dubai,4964
569,0.91,Ideal,I,SI1,62.4,56.0,6.2,6.24,3.88,Dubai,3574
570,0.43,Ideal,D,SI2,61.0,57.0,4.86,4.81,2.95,Dubai,919
571,1.13,Premium,I,SI2,62.2,59.0,6.67,6.61,4.13,Dubai,3987
572,0.58,Ideal,G,VS1,62.6,54.0,5.34,5.3,3.33,Dubai,1984
573,2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,Dubai,16128
574,0.71,Very Good,F,VS1,62.1,53.0,5.7,5.77,3.56,Dubai,3013
575,1.14,Very Good,D,IF,59.1,58.0,6.83,6.9,4.06,Dubai,18112
576,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55,Dubai,3052
577,0.55,Ideal,H,VVS2,61.7,57.0,5.26,5.28,3.25,Dubai,1715
578,0.34,Very Good,E,VS2,59.8,62.0,4.52,4.54,2.71,Dubai,659
579,0.31,Premium,I,VS2,62.3,57.0,4.35,4.32,2.7,Dubai,558
580,0.91,Premium,D,SI1,61.5,59.0,6.25,6.18,3.82,Dubai,4165
581,0.41,Ideal,F,VVS2,61.9,55.0,4.79,4.74,2.95,Dubai,1192
582,0.42,Ideal,D,SI1,62.0,55.0,4.84,4.83,3.0,Dubai,1040
583,1.04,Ideal,F,SI1,61.2,56.0,6.54,6.6,4.02,Dubai,5145
584,0.91,Premium,G,VS2,60.8,56.0,6.28,6.21,3.8,Dubai,4357
585,0.32,Ideal,D,VS2,61.1,56.0,4.39,4.41,2.69,Dubai,758
586,0.7,Premium,E,SI2,62.9,59.0,5.71,5.64,3.57,Dubai,2273
587,1.1,Ideal,F,VS1,61.7,57.0,6.67,6.65,4.11,Dubai,8279
588,0.58,Fair,G,VS1,64.7,60.0,5.23,5.28,3.41,Dubai,1701
589,1.5,Fair,H,I1,68.9,56.0,7.0,6.9,4.79,Dubai,5292
590,1.01,Very Good,G,VS2,61.4,59.0,6.42,6.48,3.96,Dubai,5944
591,0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,Dubai,4386
592,1.23,Ideal,I,VS2,62.4,58.0,6.82,6.86,4.27,Dubai,6817
593,0.34,Ideal,G,SI1,62.7,57.0,4.51,4.48,2.82,Dubai,607
594,0.7,Premium,F,VS1,59.0,59.0,5.79,5.77,3.41,Dubai,2874
595,0.37,Very Good,F,SI1,62.4,59.0,4.56,4.6,2.86,Dubai,616
596,0.73,Fair,I,I1,66.1,58.0,5.63,5.5,3.68,Dubai,1175
597,1.42,Very Good,G,VS1,62.7,55.0,7.11,7.17,4.48,Dubai,11452
598,0.57,Premium,J,VS2,60.2,62.0,5.4,5.33,3.23,Dubai,1176
599,2.01,Premium,J,SI1,60.7,61.0,8.15,8.1,4.93,Dubai,12209
600,2.04,Premium,G,I1,62.4,58.0,8.17,8.08,5.07,Dubai,9905
601,0.72,Ideal,F,VS1,61.5,56.0,5.77,5.8,3.56,Dubai,3759
602,1.1,Very Good,G,VS2,61.9,56.7,6.57,6.63,4.09,Dubai,7405
603,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,Dubai,922
604,0.51,Very Good,F,IF,59.4,60.0,5.18,5.23,3.09,Dubai,2304
605,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,Dubai,10716
606,1.1,Very Good,D,SI2,58.6,63.0,6.76,6.69,3.94,Dubai,4361
607,0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,Dubai,682
608,1.17,Ideal,F,SI1,62.2,56.0,6.73,6.71,4.18,Dubai,5944
609,0.27,Ideal,F,IF,61.8,55.0,4.14,4.21,2.57,Dubai,760
610,0.53,Ideal,H,IF,60.2,56.0,5.29,5.32,3.19,Dubai,1712
611,0.51,Ideal,E,SI1,60.8,57.0,5.17,5.22,3.16,Dubai,1437
612,0.95,Premium,G,SI2,58.8,60.0,6.35,6.31,3.72,Dubai,2937
613,0.3,Very Good,G,SI1,59.5,63.0,4.29,4.32,2.56,Dubai,447
614,0.34,Premium,G,SI1,59.7,59.0,4.54,4.5,2.7,Dubai,650
615,1.2,Very Good,G,VVS1,63.3,59.0,6.72,6.64,4.23,Dubai,8928
616,0.98,Premium,I,I1,59.6,60.0,6.43,6.3,3.79,Dubai,2064
617,0.5,Good,F,VS2,60.9,64.0,5.12,5.1,3.11,Dubai,1409
618,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,Dubai,3971
619,2.04,Premium,G,SI2,61.3,60.0,8.18,8.13,5.0,Dubai,12794
620,0.91,Premium,H,VS2,61.8,60.0,6.18,6.22,3.83,Dubai,4313
621,1.25,Ideal,H,SI1,62.2,54.0,6.93,6.88,4.3,Dubai,7182
622,1.11,Very Good,F,VVS2,60.8,57.0,6.7,6.73,4.08,Dubai,9792
623,1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,Dubai,9731
624,0.3,Ideal,H,VS1,62.3,55.1,4.29,4.32,2.68,Dubai,539
625,0.4,Ideal,G,IF,62.2,55.0,4.76,4.73,2.95,Dubai,1397
626,1.13,Very Good,E,SI2,60.3,58.0,6.78,6.86,4.11,Dubai,5052
627,0.72,Ideal,E,SI2,62.5,55.0,5.69,5.74,3.57,Dubai,2530
